0f30,010a,CommunityUnknown // BigBen Interactive MultiConvertPad
0c12,0005,CommunityUnknown // Zeroplus PS Vibration Feedback Converter
289b,0001,CommunityUnknown // Raphnet Multiadapter
289b,0038,CommunityUnknown // Raphnet Multiadapter
289b,0022,CommunityUnknown // Raphnet Multiadapter
289b,0030,CommunityUnknown // Raphnet Multiadapter
289b,0031,CommunityUnknown // Raphnet Multiadapter
289b,0032,CommunityUnknown // Raphnet Multiadapter
289b,0035,CommunityUnknown // Raphnet Multiadapter
289b,0036,CommunityUnknown // Raphnet Multiadapter
289b,003b,CommunityUnknown // Raphnet Multiadapter
289b,0060,CommunityUnknown // Raphnet Multiadapter
289b,0063,CommunityUnknown // Raphnet Multiadapter
289b,0090,CommunityUnknown // Raphnet Multiadapter
289b,0093,CommunityUnknown // Raphnet Multiadapter
289b,003c,CommunityUnknown // Raphnet Multiadapter
0403,97c1,CommunityUnknown // Retrode Multicontroller Adapter
0079,1864,SDLWheel // PXN V900 PS3, Superdrive SV750, Genesis Seaborg 400
046d,c294,SDLWheel // Logitech generic wheel
046d,c295,SDLWheel // Logitech Momo Force
046d,c298,SDLWheel // Logitech Driving Force Pro
046d,c299,SDLWheel // Logitech G25
046d,c29a,SDLWheel // Logitech Driving Force GT
046d,c29b,SDLWheel // Logitech G27
046d,c24f,SDLWheel // Logitech G29 PS3
046d,c260,SDLWheel // Logitech G29 PS4
046d,c261,SDLWheel // Logitech G920 initial mode
046d,c262,SDLWheel // Logitech G920 active mode
046d,c268,SDLWheel // Logitech PRO Racing Wheel PC mode
046d,c269,SDLWheel // Logitech PRO Racing Wheel PS4 PS5 mode
046d,c26d,SDLWheel // Logitech G923 Xbox
046d,c26e,SDLWheel // Logitech G923
046d,ca03,SDLWheel // Logitech Momo Racing
046d,c266,SDLWheel // Logitech G923 for Playstation 4 and PC (PC mode)
046d,c267,SDLWheel // Logitech G923 for Playstation 4 and PC (PS4 mode)
046d,c272,SDLWheel // Logitech PRO Racing Wheel for Xbox (PC mode)
044f,b65d,SDLWheel // Thrustmaster Wheel FFB
044f,b677,SDLWheel // Thrustmaster T150
044f,b696,SDLWheel // Thrustmaster T248
044f,b66e,SDLWheel // Thrustmaster T300RS Normal
044f,b66f,SDLWheel // Thrustmaster T300RS Advanced
044f,b66d,SDLWheel // Thrustmaster T300RS PS4
044f,b65e,SDLWheel // Thrustmaster T500RS
044f,b664,SDLWheel // Thrustmaster TX initial mode
044f,b669,SDLWheel // Thrustmaster TX active mode
1209,ffb0,SDLWheel // OpenFFBoard
0483,0522,SDLWheel // Simagic Wheelbase
11ff,0511,SDLWheel // PXN V900 PS3, Superdrive SV750, Genesis Seaborg 400 initial mode
0eb7,0001,SDLWheel // Fanatec ClubSport Wheel Base V2
0eb7,0004,SDLWheel // Fanatec ClubSport Wheel Base V2.5
0eb7,0005,SDLWheel // Fanatec CSL Elite Wheel Base+ (PS4)
0eb7,0006,SDLWheel // Fanatec Podium Wheel Base DD1
0eb7,0007,SDLWheel // Fanatec Podium Wheel Base DD2
0eb7,0011,SDLWheel // Fanatec Forza Motorsport
0eb7,0020,SDLWheel // Fanatec Generic Wheel
0eb7,0197,SDLWheel // Fanatec Porsche Wheel
0eb7,038e,SDLWheel // Fanatec ClubSport Wheel Base V1
0eb7,0e03,SDLWheel // Fanatec CSL Elite Wheel Base
044f,0402,SDLFlightstick // HOTAS Warthog Joystick
0738,2221,SDLFlightstick // Saitek Pro Flight X56 Rhino Stick
044f,b10a,SDLFlightstick // ThrustMaster Inc T16000M Joystick
046d,c215,SDLFlightstick // Logitech Extreme 3D
231d,0126,SDLFlightstick // Gunfighter MkIII Space Combat Edition right
231d,0127,SDLFlightstick // Gunfighter MkIII Space Combat Edition left
044f,0404,SDLThrottle // HOTAS Warthog Throttle
0738,a221,SDLThrottle // Saitek Pro Flight X56 Rhino Throttle
